Time [ms], [OH] ppm
-0.0048543689320388736, -0.0036362314098007365
-0.004045307443365693, 1.6306183907361798
-0.0016181229773463304, 6.043086036540798
-5.300282584767784e-17, 18.708939509637652
-8.048010307412744e-17, 31.21149313578678
0.0040453074433655836, 36.44098892271684
0.0016181229773461789, 38.3206561083729
0.004854368932038676, 41.50731708929591
0.005663430420711762, 47.30908958682493
0.006472491909384965, 52.29370171663177
0.007281553398058087, 56.21600536839981
0.00809061488673115, 59.56629676276234
0.008899676375404356, 62.1811438261749
0.013754045307443112, 65.36767258050119
0.020226537216828242, 63.814538975442204
0.02346278317152076, 62.17995378680443
0.026699029126213473, 60.2185044510778
0.029935275080905953, 57.84847493149009
0.04449838187702253, 55.72266793604199
0.06148867313915848, 53.5966626006988
0.07928802588996746, 51.47059115205726
0.09304207119741091, 50.979171005351844
0.10598705501618108, 50.569533008717016
0.12135922330097079, 49.42425234123717
0.13268608414239463, 48.11587016670467
0.13430420711974092, 47.952305866563506
0.14239482200647238, 47.29791643940219
0.16181229773462782, 46.560885389291606
0.17152103559870546, 45.33435147812805
0.19983818770226536, 44.514877144963314
0.2241100323624594, 44.26774563569588
0.2499999999999999, 43.77533378951508
0.27831715210355973, 43.11929152989475
0.29207119741100307, 42.21929119932826
0.309061488673139, 41.237310378796124
0.32686084142394806, 40.1735474081934
0.3446601941747572, 38.782920290501814
0.36893203883495146, 38.1272085973733
0.3915857605177992, 37.798493277930376
0.41019417475728154, 36.898096267573735
0.4279935275080906, 35.99776537051543
0.448220064724919, 35.178952170334284
0.47006472491909373, 34.19657467001199
0.4919093851132686, 33.21419716968969
0.5186084142394821, 32.476571099893874
0.5453074433656956, 31.575512956553627
0.5695792880258899, 30.429505042791817
0.5930420711974109, 29.77385946296166
0.6116504854368933, 28.791746415832797
0.6359223300970873, 28.054318685932067
0.6561488673139159, 27.31722152252314
0.6828478964401294, 26.334447342410677
0.7030744336569578, 25.433918105457302
0.726537216828479, 24.859988562399376
0.7548543689320389, 24.285662339551283
0.7815533980582524, 23.466320232983243
0.8106796116504854, 22.64677978652015
0.8414239482200646, 21.99053918700475
0.872168284789644, 21.17086651394493
0.9077669902912622, 20.26908112432273
0.941747572815534, 19.612576071613905
0.975728155339806, 19.201219129221727
